id,Source,Page_URL,Followers,Date,Time,Time Zone,Interactions,Post Type,Post_Message,Post_Link
"598","Blacktivist","Facebook.com/Blacktivists","318895","2017-05-10","15:00:00","GMT-0400","11989","Facebook","Some people refuse to face the fact that they support the war against people of color.","https://www.facebook.com/blacktivists/posts/449034718772963\"
"599","Blacktivist","Facebook.com/Blacktivists","45780","2016-03-09","10:00:00","GMT-0500","11948","Facebook","Racism is poisoning our society LEGALLY.","https://www.facebook.com/blacktivists/posts/229493717393732\"
"600","Blacktivist","Facebook.com/Blacktivists","269890","2017-03-17","16:00:00","GMT-0400","11909","Facebook","This video will make your hearts overjoyed. Black people need to know their roots.","https://www.facebook.com/blacktivists/posts/418216055188163\"
"601","Blacktivist","Facebook.com/Blacktivists","171702","2016-09-20","11:00:01","GMT-0400","11516","Facebook","When the justice system is against innocent the Universe is always here for you to pay back.","https://www.facebook.com/blacktivists/posts/333470680329368\"
"602","Blacktivist","Facebook.com/Blacktivists","98767","2016-07-07","15:00:00","GMT-0400","11098","Facebook","Black pride does mean we reject a common bond with other Americans.","https://www.facebook.com/blacktivists/posts/293731704303266\"
"603","Blacktivist","Facebook.com/Blacktivists","196752","2016-11-02","13:00:01","GMT-0400","11079","Facebook","It`s should be an official terminology.","https://www.facebook.com/blacktivists/posts/355891424753960\"
"604","Blacktivist","Facebook.com/Blacktivists","60436","2016-05-07","15:00:00","GMT-0400","11006","Facebook","Sean Bell`s 22 year-old fianc‚e was at a bridal shower when her groom and the father of her two children was killed by police officers. Police officers are too comfortable killing black men.","https://www.facebook.com/blacktivists/posts/263947857281651\"
"605","Blacktivist","Facebook.com/Blacktivists","66680","2016-05-16","11:00:00","GMT-0400","10853","Facebook","They only want us to forget about something in history when they were on the wrong side.","https://www.facebook.com/blacktivists/posts/269245340085236\"
"606","Blacktivist","Facebook.com/Blacktivists","362305","2017-07-03","09:20:00","GMT-0400","10710","Facebook","The video above is an example of why we believe in a white privilege. In this video, white woman's is having an altercation with police. She was allowed to struggle with them much longer than Alton Steling and Philando Castile. Nowtheh question is: did any of cops fear for their lives? If she were a black person, there would have been a hail of bullets.","https://www.facebook.com/blacktivists/posts/477431349266633\"
"607","Blacktivist","Facebook.com/Blacktivists","127657","2016-07-31","16:55:00","GMT-0400","10704","Facebook","The treatment of slaves in the United States was brutal and degrading and we will never forget that.","https://www.facebook.com/blacktivists/posts/305192983157138\"
"608","Blacktivist","Facebook.com/Blacktivists","41818","2016-02-25","13:00:00","GMT-0500","10580","Facebook","American economy and power were built on forced migration and torture. Yes, our ancestors built America. But free men and women would have built it better and made it richer.","https://www.facebook.com/blacktivists/posts/223131328029971\"
"609","Blacktivist","Facebook.com/Blacktivists","230093","2017-01-25","14:00:00","GMT-0500","10512","Facebook","Where all the melanin go?","https://www.facebook.com/blacktivists/posts/397352800607822\"
"610","Blacktivist","Facebook.com/Blacktivists","251164","2017-02-16","08:00:15","GMT-0500","10476","Facebook","Back in 1960, Ruby Bridges became the first black child to attend an all-white elementary school in the South. Despite the fact that a child faced a crowd of angry faces on a daily basis at school, she continued to fight for equality in education.","https://www.facebook.com/blacktivists/posts/407651929577909\"
"611","Blacktivist","Facebook.com/Blacktivists","293471","2017-04-12","12:00:00","GMT-0400","10465","Facebook","repost @ameriesblog","https://www.facebook.com/blacktivists/posts/435306450145790\"
"612","Blacktivist","Facebook.com/Blacktivists","147038","2016-08-18","16:55:01","GMT-0400","10411","Facebook","Elvis was pretty good, but he wasn`t Chuck Berry","https://www.facebook.com/blacktivists/posts/314007502275686\"
"613","Blacktivist","Facebook.com/Blacktivists","159516","2016-09-07","11:00:01","GMT-0400","10338","Facebook","There is injustice being done to black people. That`s why we must speak up.","https://www.facebook.com/blacktivists/posts/323942131282223\"
"614","Blacktivist","Facebook.com/Blacktivists","291837","2017-04-09","16:55:00","GMT-0400","10328","Facebook","His father knows that ALL BLACK BOYS are KINGS!","https://www.facebook.com/blacktivists/posts/432577843751984\"
"615","Blacktivist","Facebook.com/Blacktivists","34254","2016-02-12","08:00:00","GMT-0500","10271","Facebook","Whites actually brought their children to watch planned lynching as a form of twisted entertainment. Today, police killing surpass the worst years of lynching.","https://www.facebook.com/blacktivists/posts/217486741927763\"
"616","Blacktivist","Facebook.com/Blacktivists","151921","2016-08-25","15:00:00","GMT-0400","10220","Facebook","When I looked at this picture, my heart skipped a beat. Guess the outcome of the trial...","https://www.facebook.com/blacktivists/posts/317597658583337\"
"617","Blacktivist","Facebook.com/Blacktivists","355464","2017-06-27","10:07:39","GMT-0400","10183","Facebook","GEORGIA COPS ARREST MAN AND FRIENDS FOR TRESPASSING ON THEIR OWN PROPERTY Lawrenceville cops arrested a Georgia resident at the Reflections Apartment complex in Lawrenceville for trespassing on his own property. Before having a birthday party and hanging out by his complex?s pool with his friends, Ashton Smallwood informed the leasing office that he wanted to have a pool party. And they told him in person, that it won?t a problem. However, the leasing office told that they must order the pool maintenance company to service the pool. Everything seemed fine, the apartment manager called Smallwood and told him that the pool was ready, Smallwood was ready to celebrate his birthday with his friends until the party turned into a nightmare. Detective Nermin Cultarevic, who is also a resident at the Reflections Apartment complex in Lawrenceville approached Smallwood and his friends and told them to leave the pool. Then Cultarevic called a friend of his with Gwinnett County Police Department Officer Hernandez. When Hernandez arrived, they started to speak Spanish. Cultarevic told Hernandez that they were criminals and did not live at the complex. When Smallwood attempted to inform cops that they were legally partying on (truncated)","https://www.facebook.com/blacktivists/posts/473852499624518\"
"618","Blacktivist","Facebook.com/Blacktivists","267851","2017-03-14","13:00:01","GMT-0400","10113","Facebook","repost Melaninvibez","https://www.facebook.com/blacktivists/posts/417198438623258\"
"620","Blacktivist","Facebook.com/Blacktivists","199998","2016-11-14","09:33:40","GMT-0500","10031","Facebook","CHILI`S MANAGER REFUSED TO SERVE FREE MEAL FOR BLACK U.S. ARMY VETERAN Chili`s restaurant advertised free Veterans Day meal for service members. However, the restaurant refused service for black U.S. veteran Ernest Walker. Ernest Walker was surprised when a white man wearing Trump t-shirt came to the veteran and asked Walker what unit did he serve. When Walker replied 24ths, the white man said no the 25th. Seconds later, the stranger said he was in WW 2 in Germany and he didn`t see people of color like him because blacks were not allowed to serve. Then one of the employees came up to his table and put foid in a container and said that some guests told them he was not a real soldier. The manager of the restaurant Wesley Patrick also came to veteran`s table and asked to show Walker`s military ID. After embarrassing and humiliating the veteran, Patrick said that his dog is not the service dog. After that, Walker started recording him. This story is shameful for America. This restaurant offended the man who served for our country. These people dehumanized the man who fought for our freedom and peace. Yes, of course, if you put a white man in uniform, Americans will worship him. But if you put a black man in uniform, Americans will ask for his ID to prove that he is a hero. So now the question is: is segregation still present today in society?","https://www.facebook.com/blacktivists/posts/362077157468720\"
"621","Blacktivist","Facebook.com/Blacktivists","130112","2016-08-02","15:00:00","GMT-0400","9829","Facebook","And we still rise!","https://www.facebook.com/blacktivists/posts/306129539730149\"
"622","Blacktivist","Facebook.com/Blacktivists","68393","2016-05-18","09:00:00","GMT-0400","9814","Facebook","If Black Panthers, Malcolm X, Martin Luthern King could stand up to cops back then, why can`t we get together and do it again together?","https://www.facebook.com/blacktivists/posts/270139629995807\"
"623","Blacktivist","Facebook.com/Blacktivists","219876","2016-12-16","10:00:00","GMT-0500","9756","Facebook","Little girl competes with marine at push up challenge. Great job, little lady. #BlackGirlMagic","https://www.facebook.com/blacktivists/posts/378690385807397\"
"624","Blacktivist","Facebook.com/Blacktivists","57170","2016-04-22","13:00:01","GMT-0400","9678","Facebook","Of course this wouldn?t be on the news. Keep going, brother!","https://www.facebook.com/blacktivists/posts/256817007994736\"
"625","Blacktivist","Facebook.com/Blacktivists","206494","2016-11-27","08:00:00","GMT-0500","9625","Facebook","Black girls are the definition of national greatness.","https://www.facebook.com/blacktivists/posts/366206680389101\"
"626","Blacktivist","Facebook.com/Blacktivists","238885","2017-02-06","14:00:01","GMT-0500","9603","Facebook","Black Power Puff Girls. Justice must be served! By any means necessary!","https://www.facebook.com/blacktivists/posts/403085223367913\"
"627","Blacktivist","Facebook.com/Blacktivists","155479","2016-08-30","13:00:01","GMT-0400","9421","Facebook","We will never let then to put shackles on us again.","https://www.facebook.com/blacktivists/posts/320095458333557\"
"628","Blacktivist","Facebook.com/Blacktivists","181908","2016-10-10","11:00:00","GMT-0400","9372","Facebook","Anyways, nobody is listening to us.","https://www.facebook.com/blacktivists/posts/343310862678683\"
